trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
block_4_trip_1_service_3,route_806,service_3,Zaj. Nowa Huta,"",0,block_4,shape_23367,0
block_4_trip_2_service_3,route_806,service_3,Bronowice Małe,"",0,block_4,shape_23362,0
block_4_trip_3_service_3,route_806,service_3,Zaj. Nowa Huta,"",1,block_4,shape_23363,0
block_4_trip_4_service_3,route_806,service_3,Bronowice Małe,"",0,block_4,shape_23362,0
block_4_trip_5_service_3,route_806,service_3,Zaj. Nowa Huta,"",1,block_4,shape_23363,0
block_4_trip_6_service_3,route_806,service_3,Bronowice Małe,"",0,block_4,shape_23362,0
block_4_trip_7_service_3,route_806,service_3,Zaj. Nowa Huta,"",1,block_4,shape_23363,0
block_4_trip_8_service_3,route_806,service_3,Bronowice Małe,"",0,block_4,shape_23362,0
block_4_trip_9_service_3,route_806,service_3,Zaj. Nowa Huta,"",1,block_4,shape_23363,0
block_4_trip_10_service_3,route_806,service_3,Bronowice Małe,"",0,block_4,shape_23362,0
block_4_trip_11_service_3,route_806,service_3,Zaj. Nowa Huta,"",1,block_4,shape_23363,0
block_4_trip_12_service_3,route_806,service_3,Bronowice Małe,"",0,block_4,shape_23362,0
block_4_trip_13_service_3,route_806,service_3,Zaj. Nowa Huta,"",1,block_4,shape_23363,0
block_4_trip_14_service_3,route_806,service_3,Zaj. Nowa Huta,"",0,block_4,shape_23364,0
block_10_trip_1_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_10,shape_72,0
block_10_trip_2_service_3,route_942,service_3,Jarzębiny,"",1,block_10,shape_59,0
block_10_trip_3_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_10,shape_58,0
block_10_trip_4_service_3,route_942,service_3,Jarzębiny,"",1,block_10,shape_59,0
block_10_trip_5_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_10,shape_58,0
block_10_trip_6_service_3,route_942,service_3,Jarzębiny,"",1,block_10,shape_59,0
block_10_trip_7_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_10,shape_58,0
block_10_trip_8_service_3,route_942,service_3,Jarzębiny,"",1,block_10,shape_59,0
block_10_trip_9_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_10,shape_58,0
block_10_trip_10_service_3,route_942,service_3,Jarzębiny,"",1,block_10,shape_59,0
block_10_trip_11_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_10,shape_58,0
block_10_trip_12_service_3,route_942,service_3,Jarzębiny,"",1,block_10,shape_59,0
block_10_trip_13_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_10,shape_58,0
block_10_trip_14_service_3,route_942,service_3,Jarzębiny,"",1,block_10,shape_59,0
block_10_trip_15_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_10,shape_58,0
block_10_trip_16_service_3,route_942,service_3,Jarzębiny,"",1,block_10,shape_59,0
block_10_trip_17_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_10,shape_58,0
block_10_trip_18_service_3,route_942,service_3,Jarzębiny,"",1,block_10,shape_59,0
block_10_trip_19_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_10,shape_58,0
block_10_trip_20_service_3,route_942,service_3,Jarzębiny,"",1,block_10,shape_59,0
block_10_trip_21_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_10,shape_58,0
block_10_trip_22_service_3,route_942,service_3,Jarzębiny,"",1,block_10,shape_59,0
block_10_trip_23_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_10,shape_58,0
block_10_trip_24_service_3,route_942,service_3,Zajezdnia Podgórze,"",0,block_10,shape_60,0
block_12_trip_1_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_12,shape_72,0
block_12_trip_2_service_3,route_942,service_3,Jarzębiny,"",1,block_12,shape_59,0
block_12_trip_3_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_12,shape_58,0
block_12_trip_4_service_3,route_942,service_3,Jarzębiny,"",1,block_12,shape_59,0
block_12_trip_5_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_12,shape_58,0
block_12_trip_6_service_3,route_942,service_3,Jarzębiny,"",1,block_12,shape_59,0
block_12_trip_7_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_12,shape_58,0
block_12_trip_8_service_3,route_942,service_3,Jarzębiny,"",1,block_12,shape_59,0
block_12_trip_9_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_12,shape_58,0
block_12_trip_10_service_3,route_942,service_3,Jarzębiny,"",1,block_12,shape_59,0
block_12_trip_11_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_12,shape_58,0
block_12_trip_12_service_3,route_942,service_3,Jarzębiny,"",1,block_12,shape_59,0
block_12_trip_13_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_12,shape_58,0
block_12_trip_14_service_3,route_942,service_3,Jarzębiny,"",1,block_12,shape_59,0
block_12_trip_15_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_12,shape_58,0
block_12_trip_16_service_3,route_942,service_3,Jarzębiny,"",1,block_12,shape_59,0
block_12_trip_17_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_12,shape_58,0
block_12_trip_18_service_3,route_942,service_3,Zajezdnia Podgórze,"",0,block_12,shape_60,0
block_13_trip_1_service_3,route_942,service_3,Jarzębiny,"",0,block_13,shape_73,0
block_13_trip_2_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_13,shape_58,0
block_13_trip_3_service_3,route_942,service_3,Jarzębiny,"",1,block_13,shape_59,0
block_13_trip_4_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_13,shape_58,0
block_13_trip_5_service_3,route_942,service_3,Jarzębiny,"",1,block_13,shape_59,0
block_13_trip_6_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_13,shape_58,0
block_13_trip_7_service_3,route_942,service_3,Jarzębiny,"",1,block_13,shape_59,0
block_13_trip_8_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_13,shape_58,0
block_13_trip_9_service_3,route_942,service_3,Jarzębiny,"",1,block_13,shape_59,0
block_13_trip_10_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_13,shape_58,0
block_13_trip_11_service_3,route_942,service_3,Jarzębiny,"",1,block_13,shape_59,0
block_13_trip_12_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_13,shape_58,0
block_13_trip_13_service_3,route_942,service_3,Jarzębiny,"",1,block_13,shape_59,0
block_13_trip_14_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_13,shape_58,0
block_13_trip_15_service_3,route_942,service_3,Jarzębiny,"",1,block_13,shape_59,0
block_13_trip_16_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_13,shape_58,0
block_13_trip_17_service_3,route_942,service_3,Jarzębiny,"",1,block_13,shape_59,0
block_13_trip_18_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_13,shape_58,0
block_13_trip_19_service_3,route_942,service_3,Jarzębiny,"",1,block_13,shape_59,0
block_13_trip_20_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_13,shape_58,0
block_13_trip_21_service_3,route_942,service_3,Jarzębiny,"",1,block_13,shape_59,0
block_13_trip_22_service_3,route_942,service_3,Krowodrza G. P+R,"",0,block_13,shape_58,0
block_13_trip_23_service_3,route_942,service_3,Zajezdnia Podgórze,"",0,block_13,shape_60,0
block_16_trip_1_service_3,route_807,service_3,Borek Fałęcki,"",0,block_16,shape_23701,0
block_16_trip_2_service_3,route_807,service_3,Bronowice Małe,"",0,block_16,shape_23379,0
block_16_trip_3_service_3,route_807,service_3,Borek Fałęcki,"",1,block_16,shape_23380,0
block_16_trip_4_service_3,route_807,service_3,Bronowice Małe,"",0,block_16,shape_23379,0
block_16_trip_5_service_3,route_807,service_3,Borek Fałęcki,"",1,block_16,shape_23380,0
block_16_trip_6_service_3,route_807,service_3,Bronowice Małe,"",0,block_16,shape_23379,0
block_16_trip_7_service_3,route_807,service_3,Borek Fałęcki,"",1,block_16,shape_23380,0
block_16_trip_8_service_3,route_807,service_3,Bronowice Małe,"",0,block_16,shape_23379,0
block_16_trip_9_service_3,route_807,service_3,Borek Fałęcki,"",1,block_16,shape_23380,0
block_16_trip_10_service_3,route_807,service_3,Bronowice Małe,"",0,block_16,shape_23379,0
block_16_trip_11_service_3,route_807,service_3,Borek Fałęcki,"",1,block_16,shape_23380,0
block_16_trip_12_service_3,route_807,service_3,Bronowice Małe,"",0,block_16,shape_23379,0
block_16_trip_13_service_3,route_807,service_3,Borek Fałęcki,"",1,block_16,shape_23380,0
block_16_trip_14_service_3,route_807,service_3,Bronowice Małe,"",0,block_16,shape_23379,0
block_16_trip_15_service_3,route_807,service_3,Borek Fałęcki,"",1,block_16,shape_23380,0
block_16_trip_16_service_3,route_807,service_3,Bronowice Małe,"",0,block_16,shape_23379,0
block_16_trip_17_service_3,route_807,service_3,Borek Fałęcki,"",1,block_16,shape_23380,0
block_16_trip_18_service_3,route_807,service_3,Bronowice Małe,"",0,block_16,shape_23379,0
block_16_trip_19_service_3,route_807,service_3,Borek Fałęcki,"",1,block_16,shape_23380,0
block_16_trip_20_service_3,route_807,service_3,Zajezdnia Podgórze,"",0,block_16,shape_23382,0
block_16_trip_21_service_3,route_807,service_3,Borek Fałęcki,"",0,block_16,shape_23701,0
block_16_trip_22_service_3,route_807,service_3,Zajezdnia Podgórze,"",0,block_16,shape_64,0
block_16_trip_23_service_3,route_807,service_3,Borek Fałęcki,"",0,block_16,shape_23701,0
block_16_trip_24_service_3,route_807,service_3,Zajezdnia Podgórze,"",0,block_16,shape_64,0
block_19_trip_1_service_3,route_807,service_3,Łagiewniki,"",0,block_19,shape_23381,0
block_19_trip_2_service_3,route_807,service_3,Bronowice Małe,"",0,block_19,shape_23383,0
block_19_trip_3_service_3,route_807,service_3,Borek Fałęcki,"",1,block_19,shape_23380,0
block_19_trip_4_service_3,route_807,service_3,Bronowice Małe,"",0,block_19,shape_23379,0
block_19_trip_5_service_3,route_807,service_3,Borek Fałęcki,"",1,block_19,shape_23380,0
block_19_trip_6_service_3,route_807,service_3,Bronowice Małe,"",0,block_19,shape_23379,0
block_19_trip_7_service_3,route_807,service_3,Borek Fałęcki,"",1,block_19,shape_23380,0
block_19_trip_8_service_3,route_807,service_3,Bronowice Małe,"",0,block_19,shape_23379,0
block_19_trip_9_service_3,route_807,service_3,Borek Fałęcki,"",1,block_19,shape_23380,0
block_19_trip_10_service_3,route_807,service_3,Bronowice Małe,"",0,block_19,shape_23379,0
block_19_trip_11_service_3,route_807,service_3,Borek Fałęcki,"",1,block_19,shape_23380,0
block_19_trip_12_service_3,route_807,service_3,Bronowice Małe,"",0,block_19,shape_23379,0
block_19_trip_13_service_3,route_807,service_3,Borek Fałęcki,"",1,block_19,shape_23380,0
block_19_trip_14_service_3,route_807,service_3,Bronowice Małe,"",0,block_19,shape_23379,0
block_19_trip_15_service_3,route_807,service_3,Borek Fałęcki,"",1,block_19,shape_23380,0
block_19_trip_16_service_3,route_807,service_3,Bronowice Małe,"",0,block_19,shape_23379,0
block_19_trip_17_service_3,route_807,service_3,Borek Fałęcki,"",1,block_19,shape_23380,0
block_19_trip_18_service_3,route_807,service_3,Bronowice Małe,"",0,block_19,shape_23379,0
block_19_trip_19_service_3,route_807,service_3,Borek Fałęcki,"",1,block_19,shape_23380,0
block_19_trip_20_service_3,route_807,service_3,Bronowice Małe,"",0,block_19,shape_23379,0
block_19_trip_21_service_3,route_807,service_3,Borek Fałęcki,"",1,block_19,shape_23380,0
block_19_trip_22_service_3,route_807,service_3,Zajezdnia Podgórze,"",0,block_19,shape_23382,0
block_21_trip_1_service_3,route_58,service_3,Rondo Hipokratesa,"",0,block_21,shape_23390,0
block_21_trip_2_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_21,shape_23386,0
block_21_trip_3_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_21,shape_23387,0
block_21_trip_4_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_21,shape_23386,0
block_21_trip_5_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_21,shape_23387,0
block_21_trip_6_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_21,shape_23386,0
block_21_trip_7_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_21,shape_23387,0
block_21_trip_8_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_21,shape_23386,0
block_21_trip_9_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_21,shape_23387,0
block_21_trip_10_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_21,shape_23386,0
block_21_trip_11_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_21,shape_23387,0
block_21_trip_12_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_21,shape_23386,0
block_21_trip_13_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_21,shape_23387,0
block_21_trip_14_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_21,shape_23386,0
block_21_trip_15_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_21,shape_23387,0
block_21_trip_16_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_21,shape_23386,0
block_21_trip_17_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_21,shape_23387,0
block_21_trip_18_service_3,route_58,service_3,Zaj. Nowa Huta,"",0,block_21,shape_68,0
block_24_trip_1_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_24,shape_67,0
block_24_trip_2_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_24,shape_23387,0
block_24_trip_3_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_24,shape_23386,0
block_24_trip_4_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_24,shape_23387,0
block_24_trip_5_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_24,shape_23386,0
block_24_trip_6_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_24,shape_23387,0
block_24_trip_7_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_24,shape_23386,0
block_24_trip_8_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_24,shape_23387,0
block_24_trip_9_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_24,shape_23386,0
block_24_trip_10_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_24,shape_23387,0
block_24_trip_11_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_24,shape_23386,0
block_24_trip_12_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_24,shape_23387,0
block_24_trip_13_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_24,shape_23386,0
block_24_trip_14_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_24,shape_23387,0
block_24_trip_15_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_24,shape_23386,0
block_24_trip_16_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_24,shape_23387,0
block_24_trip_17_service_3,route_58,service_3,Nowy Bieżanów P+R,"",0,block_24,shape_23386,0
block_24_trip_18_service_3,route_58,service_3,Rondo Hipokratesa,"",1,block_24,shape_23387,0
block_24_trip_19_service_3,route_58,service_3,Zaj. Nowa Huta,"",0,block_24,shape_68,0
block_30_trip_1_service_3,route_956,service_3,Pleszów,"",1,block_30,shape_114,0
block_30_trip_2_service_3,route_956,service_3,Kurdwanów P+R,"",0,block_30,shape_100,0
block_30_trip_3_service_3,route_956,service_3,Pleszów,"",1,block_30,shape_101,0
block_30_trip_4_service_3,route_956,service_3,Kurdwanów P+R,"",0,block_30,shape_100,0
block_30_trip_5_service_3,route_956,service_3,Pleszów,"",1,block_30,shape_101,0
block_30_trip_6_service_3,route_956,service_3,Kurdwanów P+R,"",0,block_30,shape_100,0
block_30_trip_7_service_3,route_956,service_3,Pleszów,"",1,block_30,shape_101,0
block_30_trip_8_service_3,route_956,service_3,Kurdwanów P+R,"",0,block_30,shape_100,0
block_30_trip_9_service_3,route_956,service_3,Pleszów,"",1,block_30,shape_101,0
block_30_trip_10_service_3,route_956,service_3,Kurdwanów P+R,"",0,block_30,shape_100,0
block_30_trip_11_service_3,route_956,service_3,Pleszów,"",1,block_30,shape_101,0
block_30_trip_12_service_3,route_956,service_3,Kurdwanów P+R,"",0,block_30,shape_100,0
block_30_trip_13_service_3,route_956,service_3,Bardosa,"",1,block_30,shape_31,0
block_30_trip_14_service_3,route_956,service_3,Zaj. Nowa Huta,"",0,block_30,shape_104,0
block_31_trip_1_service_3,route_956,service_3,Borek Fałęcki,"",0,block_31,shape_128,0
block_31_trip_2_service_3,route_956,service_3,Łagiewniki,"",0,block_31,shape_133,0
block_31_trip_3_service_3,route_956,service_3,Pleszów,"",1,block_31,shape_18,0
block_31_trip_4_service_3,route_956,service_3,Kurdwanów P+R,"",0,block_31,shape_100,0
block_31_trip_5_service_3,route_956,service_3,Pleszów,"",1,block_31,shape_101,0
block_31_trip_6_service_3,route_956,service_3,Kurdwanów P+R,"",0,block_31,shape_100,0
block_31_trip_7_service_3,route_956,service_3,Pleszów,"",1,block_31,shape_101,0
block_31_trip_8_service_3,route_956,service_3,Kurdwanów P+R,"",0,block_31,shape_100,0
block_31_trip_9_service_3,route_956,service_3,Pleszów,"",1,block_31,shape_101,0
block_31_trip_10_service_3,route_956,service_3,Kurdwanów P+R,"",0,block_31,shape_100,0
block_31_trip_11_service_3,route_956,service_3,Pleszów,"",1,block_31,shape_101,0
block_31_trip_12_service_3,route_956,service_3,Kurdwanów P+R,"",0,block_31,shape_100,0
block_31_trip_13_service_3,route_956,service_3,Pleszów,"",1,block_31,shape_101,0
block_31_trip_14_service_3,route_956,service_3,Kurdwanów P+R,"",0,block_31,shape_100,0
block_31_trip_15_service_3,route_956,service_3,Pleszów,"",1,block_31,shape_101,0
block_31_trip_16_service_3,route_956,service_3,Kurdwanów P+R,"",0,block_31,shape_100,0
block_31_trip_17_service_3,route_956,service_3,Zajezdnia Podgórze,"",0,block_31,shape_109,0
block_36_trip_1_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_36,shape_125,0
block_36_trip_2_service_3,route_808,service_3,Salwator,"",0,block_36,shape_122,0
block_36_trip_3_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_36,shape_123,0
block_36_trip_4_service_3,route_808,service_3,Salwator,"",0,block_36,shape_122,0
block_36_trip_5_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_36,shape_123,0
block_36_trip_6_service_3,route_808,service_3,Salwator,"",0,block_36,shape_122,0
block_36_trip_7_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_36,shape_123,0
block_36_trip_8_service_3,route_808,service_3,Salwator,"",0,block_36,shape_122,0
block_36_trip_9_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_36,shape_123,0
block_36_trip_10_service_3,route_808,service_3,Salwator,"",0,block_36,shape_122,0
block_36_trip_11_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_36,shape_123,0
block_36_trip_12_service_3,route_808,service_3,Salwator,"",0,block_36,shape_122,0
block_36_trip_13_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_36,shape_123,0
block_36_trip_14_service_3,route_808,service_3,Salwator,"",0,block_36,shape_122,0
block_36_trip_15_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_36,shape_123,0
block_36_trip_16_service_3,route_808,service_3,Salwator,"",0,block_36,shape_122,0
block_36_trip_17_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_36,shape_123,0
block_36_trip_18_service_3,route_808,service_3,Salwator,"",0,block_36,shape_122,0
block_36_trip_19_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_36,shape_123,0
block_36_trip_20_service_3,route_808,service_3,Salwator,"",0,block_36,shape_122,0
block_36_trip_21_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_36,shape_123,0
block_36_trip_22_service_3,route_808,service_3,Salwator,"",0,block_36,shape_122,0
block_36_trip_23_service_3,route_808,service_3,Zajezdnia Podgórze,"",1,block_36,shape_127,0
block_37_trip_1_service_3,route_808,service_3,Salwator,"",0,block_37,shape_126,0
block_37_trip_2_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_37,shape_123,0
block_37_trip_3_service_3,route_808,service_3,Salwator,"",0,block_37,shape_122,0
block_37_trip_4_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_37,shape_123,0
block_37_trip_5_service_3,route_808,service_3,Salwator,"",0,block_37,shape_122,0
block_37_trip_6_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_37,shape_123,0
block_37_trip_7_service_3,route_808,service_3,Salwator,"",0,block_37,shape_122,0
block_37_trip_8_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_37,shape_123,0
block_37_trip_9_service_3,route_808,service_3,Salwator,"",0,block_37,shape_122,0
block_37_trip_10_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_37,shape_123,0
block_37_trip_11_service_3,route_808,service_3,Salwator,"",0,block_37,shape_122,0
block_37_trip_12_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_37,shape_123,0
block_37_trip_13_service_3,route_808,service_3,Salwator,"",0,block_37,shape_122,0
block_37_trip_14_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_37,shape_123,0
block_37_trip_15_service_3,route_808,service_3,Salwator,"",0,block_37,shape_122,0
block_37_trip_16_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_37,shape_123,0
block_37_trip_17_service_3,route_808,service_3,Salwator,"",0,block_37,shape_122,0
block_37_trip_18_service_3,route_808,service_3,Nowy Bieżanów P+R,"",1,block_37,shape_123,0
block_37_trip_19_service_3,route_808,service_3,Salwator,"",0,block_37,shape_122,0
block_37_trip_20_service_3,route_808,service_3,Zajezdnia Podgórze,"",1,block_37,shape_127,0
block_39_trip_1_service_3,route_943,service_3,Miśnieńska,"",0,block_39,shape_138,0
block_39_trip_2_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_39,shape_136,0
block_39_trip_3_service_3,route_943,service_3,Miśnieńska,"",1,block_39,shape_137,0
block_39_trip_4_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_39,shape_136,0
block_39_trip_5_service_3,route_943,service_3,Miśnieńska,"",1,block_39,shape_137,0
block_39_trip_6_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_39,shape_136,0
block_39_trip_7_service_3,route_943,service_3,Miśnieńska,"",1,block_39,shape_137,0
block_39_trip_8_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_39,shape_136,0
block_39_trip_9_service_3,route_943,service_3,Miśnieńska,"",1,block_39,shape_137,0
block_39_trip_10_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_39,shape_136,0
block_39_trip_11_service_3,route_943,service_3,Miśnieńska,"",1,block_39,shape_137,0
block_39_trip_12_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_39,shape_136,0
block_39_trip_13_service_3,route_943,service_3,Miśnieńska,"",1,block_39,shape_137,0
block_39_trip_14_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_39,shape_136,0
block_39_trip_15_service_3,route_943,service_3,Miśnieńska,"",1,block_39,shape_137,0
block_39_trip_16_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_39,shape_136,0
block_39_trip_17_service_3,route_943,service_3,Zaj. Nowa Huta,"",0,block_39,shape_190,0
block_40_trip_1_service_3,route_943,service_3,Miśnieńska,"",0,block_40,shape_138,0
block_40_trip_2_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_40,shape_136,0
block_40_trip_3_service_3,route_943,service_3,Miśnieńska,"",1,block_40,shape_137,0
block_40_trip_4_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_40,shape_136,0
block_40_trip_5_service_3,route_943,service_3,Miśnieńska,"",1,block_40,shape_137,0
block_40_trip_6_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_40,shape_136,0
block_40_trip_7_service_3,route_943,service_3,Miśnieńska,"",1,block_40,shape_137,0
block_40_trip_8_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_40,shape_136,0
block_40_trip_9_service_3,route_943,service_3,Miśnieńska,"",1,block_40,shape_137,0
block_40_trip_10_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_40,shape_136,0
block_40_trip_11_service_3,route_943,service_3,Miśnieńska,"",1,block_40,shape_137,0
block_40_trip_12_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_40,shape_136,0
block_40_trip_13_service_3,route_943,service_3,Miśnieńska,"",1,block_40,shape_137,0
block_40_trip_14_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_40,shape_136,0
block_40_trip_15_service_3,route_943,service_3,Miśnieńska,"",1,block_40,shape_137,0
block_40_trip_16_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_40,shape_136,0
block_40_trip_17_service_3,route_943,service_3,Miśnieńska,"",1,block_40,shape_137,0
block_40_trip_18_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_40,shape_136,0
block_40_trip_19_service_3,route_943,service_3,Miśnieńska,"",1,block_40,shape_137,0
block_40_trip_20_service_3,route_943,service_3,Zaj. Nowa Huta,"",0,block_40,shape_139,0
block_41_trip_1_service_3,route_943,service_3,Miśnieńska,"",0,block_41,shape_138,0
block_41_trip_2_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_41,shape_136,0
block_41_trip_3_service_3,route_943,service_3,Miśnieńska,"",1,block_41,shape_137,0
block_41_trip_4_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_41,shape_136,0
block_41_trip_5_service_3,route_943,service_3,Miśnieńska,"",1,block_41,shape_137,0
block_41_trip_6_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_41,shape_136,0
block_41_trip_7_service_3,route_943,service_3,Miśnieńska,"",1,block_41,shape_137,0
block_41_trip_8_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_41,shape_136,0
block_41_trip_9_service_3,route_943,service_3,Miśnieńska,"",1,block_41,shape_137,0
block_41_trip_10_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_41,shape_136,0
block_41_trip_11_service_3,route_943,service_3,Miśnieńska,"",1,block_41,shape_137,0
block_41_trip_12_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_41,shape_136,0
block_41_trip_13_service_3,route_943,service_3,Miśnieńska,"",1,block_41,shape_137,0
block_41_trip_14_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_41,shape_136,0
block_41_trip_15_service_3,route_943,service_3,Miśnieńska,"",1,block_41,shape_137,0
block_41_trip_16_service_3,route_943,service_3,Zaj. Nowa Huta,"",0,block_41,shape_139,0
block_42_trip_1_service_3,route_943,service_3,Miśnieńska,"",0,block_42,shape_138,0
block_42_trip_2_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_42,shape_136,0
block_42_trip_3_service_3,route_943,service_3,Miśnieńska,"",1,block_42,shape_137,0
block_42_trip_4_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_42,shape_136,0
block_42_trip_5_service_3,route_943,service_3,Miśnieńska,"",1,block_42,shape_137,0
block_42_trip_6_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_42,shape_136,0
block_42_trip_7_service_3,route_943,service_3,Miśnieńska,"",1,block_42,shape_137,0
block_42_trip_8_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_42,shape_136,0
block_42_trip_9_service_3,route_943,service_3,Miśnieńska,"",1,block_42,shape_137,0
block_42_trip_10_service_3,route_943,service_3,Dworzec Towarowy,"",0,block_42,shape_136,0
block_42_trip_11_service_3,route_943,service_3,Miśnieńska,"",1,block_42,shape_137,0
