osmid,lat,lon,label
310654608,50.0704089,19.9449702,RoadNode
310654674,50.0751676,19.9466366,RoadNode
310654679,50.0738012,19.946629,RoadNode
310654681,50.074922,19.9465124,RoadNode
310654682,50.0740016,19.9464731,RoadNode
310654686,50.0744567,19.9466514,RoadNode
310654687,50.0741474,19.9476132,RoadNode
310654701,50.0709317,19.9493036,RoadNode
310654734,50.0750996,19.9463386,RoadNode
311337266,50.064589,19.946516,RoadNode
311353416,50.0751609,19.9471229,RoadNode
311436197,50.0428013,19.8336351,RoadNode
311436200,50.0426168,19.8330915,RoadNode
316292135,50.073282,19.9658088,RoadNode
316293926,50.06597,19.9613946,RoadNode
316293928,50.0653698,19.9614681,RoadNode
316293947,50.0623851,19.9616787,RoadNode
316696384,50.0836941,19.9531847,RoadNode
316696386,50.082449,19.9550334,RoadNode
316696388,50.0830542,19.9522564,RoadNode
316696393,50.0825755,19.9532708,RoadNode
316696414,50.0852183,19.9557177,RoadNode
316696416,50.0855716,19.9545077,RoadNode
316696418,50.0848122,19.9552766,RoadNode
316696422,50.084944,19.9549706,RoadNode
316696431,50.0862354,19.9548987,RoadNode
316696432,50.0859961,19.9546415,RoadNode
316696437,50.0843993,19.9543232,RoadNode
316696438,50.0835172,19.9534411,RoadNode
316696439,50.0846502,19.9538553,RoadNode
316697821,50.083597,19.9594827,RoadNode
316697832,50.0823367,19.9584186,RoadNode
316697833,50.0806281,19.9571774,RoadNode
316697844,50.0843647,19.9608757,RoadNode
316800836,50.0437452,19.9692633,RoadNode
316800847,50.0447144,19.9727116,RoadNode
316800852,50.0448417,19.973083,RoadNode
316800859,50.0463,19.9765017,RoadNode
316800871,50.0488813,19.9817211,RoadNode
316800912,50.046472,19.9766671,RoadNode
316800947,50.0450481,19.9724994,RoadNode
316801000,50.0486574,19.9679974,RoadNode
316801008,50.0488154,19.9681834,RoadNode
316801040,50.050572,19.9688548,RoadNode
316801043,50.0504181,19.9675817,RoadNode
316801047,50.0494654,19.9669856,RoadNode
316801064,50.0452192,19.9788445,RoadNode
316801071,50.0453814,19.9804277,RoadNode
316801080,50.045115,19.9840657,RoadNode
316801091,50.0389305,19.9918415,RoadNode
316801097,50.04041,19.9916885,RoadNode
316801098,50.0451945,19.9836264,RoadNode
316801100,50.0446319,19.9762712,RoadNode
316819541,50.0373457,19.976746,RoadNode
316819568,50.0431799,19.9805628,RoadNode
317042123,50.0644328,19.9892912,RoadNode
317047757,50.0615925,19.9807499,RoadNode
317291642,50.0872485,19.9917036,RoadNode
319940094,50.084324,19.8453074,RoadNode
319940097,50.0841614,19.8451533,RoadNode
319940153,50.0843888,19.8459968,RoadNode
319940193,50.0869646,19.8481279,RoadNode
319940196,50.0838768,19.8461423,RoadNode
319940230,50.0817665,19.8456803,RoadNode
319940232,50.0817982,19.8437218,RoadNode
319940239,50.0831384,19.843503,RoadNode
320487067,50.0159254,19.9979062,RoadNode
320487315,50.0113403,19.9985035,RoadNode
320488110,50.0033582,20.003232,RoadNode
321351300,50.0880232,19.9653575,RoadNode
321351302,50.0887772,19.9653426,RoadNode
321351852,50.0887692,19.9635731,RoadNode
321354965,50.0921437,19.9644675,RoadNode
321354994,50.0922206,19.9660459,RoadNode
321355154,50.092168,19.9671577,RoadNode
321359468,50.091334,19.9648598,RoadNode
321359854,50.0926503,19.9688811,RoadNode
321368085,50.0233322,19.9104855,RoadNode
321368149,50.0229726,19.9110796,RoadNode
321368208,50.0247617,19.9162944,RoadNode
321368312,50.0218748,19.9109114,RoadNode
321368317,50.0229314,19.9135706,RoadNode
321368323,50.0242808,19.9162788,RoadNode
321369243,50.0111196,19.9007763,RoadNode
321369245,50.0081357,19.9066804,RoadNode
321370367,50.0573275,19.9543095,RoadNode
321373867,50.0863663,19.9605075,RoadNode
321373873,50.0872434,19.9559091,RoadNode
321373913,50.0868385,19.9584226,RoadNode
321374200,50.0881313,19.9606538,RoadNode
321431332,50.030575,19.9250606,RoadNode
321456399,50.0884661,19.9676867,RoadNode
321456430,50.0875648,19.9682697,RoadNode
321456442,50.0857812,19.9714829,RoadNode
321460548,50.0696247,19.9593246,RoadNode
321481981,50.092942,19.9752186,RoadNode
321481983,50.0932142,19.97441,RoadNode
321483103,50.0934107,19.97261,RoadNode
321483106,50.0924705,19.9723976,RoadNode
321487706,50.0323506,19.900788,RoadNode
321487708,50.033796,19.9002002,RoadNode
321487714,50.0359024,19.8971622,RoadNode
321487716,50.0369833,19.8960265,RoadNode
321660000,50.0730788,19.9660382,RoadNode
321660133,50.0748919,19.9694646,RoadNode
321660271,50.0733622,19.9676193,RoadNode
321660314,50.0728273,19.9687162,RoadNode
321660315,50.0720319,19.9700238,RoadNode
321660450,50.0733765,19.9694482,RoadNode
321660470,50.073183,19.9711496,RoadNode
321660471,50.0738747,19.9701459,RoadNode
321674601,50.0882595,19.9699897,RoadNode
321675016,50.0866687,19.971371,RoadNode
321675100,50.0878995,19.9690247,RoadNode
321675105,50.0867145,19.9702483,RoadNode
321675403,50.0864375,19.9677469,RoadNode
321675421,50.0851031,19.965594,RoadNode
321676059,50.0871568,19.9677015,RoadNode
321780565,50.0754208,19.9738863,RoadNode
321780571,50.079488,19.9721244,RoadNode
321780575,50.0771903,19.9760957,RoadNode
321780586,50.0799277,19.9726212,RoadNode
321780604,50.0794103,19.9734927,RoadNode
321780714,50.0789599,19.9718141,RoadNode
321780715,50.0778791,19.9736347,RoadNode
321780716,50.0772397,19.9747474,RoadNode
321780723,50.0763343,19.975058,RoadNode
321780858,50.0785555,19.9712758,RoadNode
321780865,50.0761406,19.968736,RoadNode
321781127,50.0769382,19.9695308,RoadNode
321781193,50.0765697,19.9703311,RoadNode
321781196,50.0761019,19.9710998,RoadNode
321781199,50.0755087,19.9720642,RoadNode
321781200,50.0750965,19.9726588,RoadNode
321781218,50.0754039,19.9700989,RoadNode
321781406,50.0768445,19.9741953,RoadNode
321781407,50.0776551,19.9752669,RoadNode
321781438,50.077621,19.9715004,RoadNode
321781439,50.0781079,19.9720378,RoadNode
321781464,50.0761545,19.9731078,RoadNode
321781480,50.0758873,19.972676,RoadNode
321781509,50.077038,19.9708489,RoadNode
321781541,50.0764344,19.9735602,RoadNode
321781564,50.0774903,19.9730886,RoadNode
321781583,50.0782707,19.9741959,RoadNode
321782479,50.0829161,19.9748131,RoadNode
321786098,50.0833552,19.9795175,RoadNode
321786303,50.0827761,19.9711295,RoadNode
321790916,50.0907135,19.9739015,RoadNode
321791011,50.0908475,19.9756781,RoadNode
321881836,50.0755098,19.9801893,RoadNode
321882065,50.0728184,19.9815646,RoadNode
321882211,50.0749521,19.9803221,RoadNode
321882305,50.0728797,19.9828044,RoadNode
321882373,50.0754592,19.9800309,RoadNode
321883816,50.0766213,19.9894848,RoadNode
321883831,50.0735917,19.989804,RoadNode
321883832,50.0733994,19.9898261,RoadNode
322038099,50.0209407,19.9321595,RoadNode
322038101,50.0184794,19.9309169,RoadNode
322038111,50.0071264,19.9248952,RoadNode
322038113,49.9992534,19.9207586,RoadNode
322038664,50.0332619,19.9386504,RoadNode
322051492,50.0335523,19.9462353,RoadNode
322053422,50.0275178,19.964379,RoadNode
322053521,50.0286264,19.9586582,RoadNode
322054107,50.0262507,19.9739595,RoadNode
322054108,50.0265845,19.9721153,RoadNode
322054109,50.0268405,19.969882,RoadNode
322054332,50.0270962,19.966947,RoadNode
322054345,50.0271826,19.9661432,RoadNode
322056756,50.0450731,19.9217885,RoadNode
322059930,50.0302713,19.9331946,RoadNode
322059936,50.0303704,19.9275327,RoadNode
322060945,50.0290816,19.9364718,RoadNode
322061031,50.029196,19.9365295,RoadNode
322064463,50.0330162,19.9703454,RoadNode
322065409,50.0885244,19.9572943,RoadNode
322065410,50.0890825,19.958046,RoadNode
322065726,50.0873131,19.9557308,RoadNode
322094263,50.0069145,20.0098147,RoadNode
322230278,50.0531981,19.9591052,RoadNode
322234543,50.0420578,19.9623734,RoadNode
322497418,50.0139297,20.023879,RoadNode
322497683,50.0101247,20.0261422,RoadNode
322497685,50.0110382,20.0260754,RoadNode
322497737,50.0110448,20.0278851,RoadNode
322497760,50.0106046,20.030611,RoadNode
322497786,50.0110816,20.0304982,RoadNode
322497795,50.0105436,20.0279219,RoadNode
322678855,50.0905816,19.9791827,RoadNode
322679804,50.0946705,19.9996146,RoadNode
322680045,50.0940629,20.0034365,RoadNode
322680228,50.0949208,20.0038543,RoadNode
322680660,50.0979881,19.9989985,RoadNode
322680728,50.0982565,19.9988736,RoadNode
322680753,50.0986445,19.995978,RoadNode
322681124,50.0986429,19.9945375,RoadNode
322681129,50.0983042,19.9913578,RoadNode
322681148,50.0960442,19.9942497,RoadNode
322681155,50.096614,19.994614,RoadNode
322681195,50.0983952,19.9922301,RoadNode
322681204,50.098484,19.9930851,RoadNode
322681273,50.0973479,19.9945849,RoadNode
322694699,50.0664859,20.0044131,RoadNode
322694847,50.06356,20.003715,RoadNode
322694851,50.0635612,20.0038931,RoadNode
322694885,50.0660743,20.0111945,RoadNode
322694890,50.0684552,20.0129545,RoadNode
322695342,50.056726,20.0009747,RoadNode
322695575,50.0525902,19.9894226,RoadNode
322695588,50.0525041,19.9894858,RoadNode
322695736,50.0514855,19.9908027,RoadNode
322696299,50.0569198,20.0003961,RoadNode
322696305,50.0581899,19.9977636,RoadNode
322750825,50.0881195,20.00455,RoadNode
322846710,50.0628382,19.9661376,RoadNode
322846864,50.062411,19.9619882,RoadNode
322846881,50.0600586,19.9627078,RoadNode
322846990,50.0605279,19.9645967,RoadNode
322846997,50.062548,19.9644848,RoadNode
322847652,50.061905,19.9704611,RoadNode
322849994,50.0589852,19.9630595,RoadNode
322850407,50.058444,19.9702351,RoadNode
322850412,50.0593441,19.9735852,RoadNode
322850473,50.0570556,19.9640438,RoadNode
322905923,50.0627305,20.0516254,RoadNode
322906165,50.0621015,20.0484589,RoadNode
322906170,50.0614434,20.0472037,RoadNode
322906178,50.0599323,20.0454343,RoadNode
322906516,50.0536908,20.0456588,RoadNode
322906811,50.0563622,20.0362508,RoadNode
322907313,50.0586238,20.0381508,RoadNode
322907971,50.0600348,20.0502562,RoadNode
322908226,50.0591539,20.0527668,RoadNode
322908886,50.0537038,20.0453657,RoadNode
322908998,50.05442,20.0350091,RoadNode
322909623,50.0566502,20.0091477,RoadNode
322909924,50.0519395,20.028927,RoadNode
322909946,50.0561683,20.0256623,RoadNode
322910990,50.0609459,20.0723285,RoadNode
322918724,50.0914939,19.9395589,RoadNode
323214668,50.0915385,19.979085,RoadNode
323215062,50.0921175,19.9790933,RoadNode
323215216,50.0921511,19.9776535,RoadNode
323215284,50.0929281,19.9837416,RoadNode
323215293,50.092998,19.9843325,RoadNode
323215704,50.0917953,19.9815485,RoadNode
323215705,50.0909778,19.9818136,RoadNode
323215707,50.0911157,19.9828004,RoadNode
323215778,50.0921503,19.9824752,RoadNode
323215820,50.0920526,19.9835449,RoadNode
323216587,50.0908808,19.981142,RoadNode
323216741,50.091695,19.9802208,RoadNode
323217135,50.0921479,19.9823657,RoadNode
323217141,50.0922412,19.9832049,RoadNode
323217143,50.0923153,19.9837505,RoadNode
323217414,50.0910363,19.9791288,RoadNode
323253633,50.0876271,19.9949012,RoadNode
323253706,50.0890045,19.9928355,RoadNode
323254454,50.0930851,19.9898483,RoadNode
323254459,50.0929969,19.9915966,RoadNode
323265805,50.0787289,20.000388,RoadNode
323265850,50.0786383,20.0000223,RoadNode
323266627,50.0844527,20.0001861,RoadNode
323266754,50.0853845,19.9973766,RoadNode
323266756,50.0853163,19.997799,RoadNode
323267902,50.084153,20.0009204,RoadNode
323268129,50.0859101,20.0022276,RoadNode
323272147,50.0870517,19.995287,RoadNode
323810454,50.0693711,20.013098,RoadNode
323810552,50.0696424,20.012988,RoadNode
323811039,50.0700636,20.012018,RoadNode
323811048,50.0712914,20.0116007,RoadNode
323811062,50.072326,20.0135463,RoadNode
323811659,50.0703667,20.0097312,RoadNode
323811965,50.0708462,20.0098532,RoadNode
323811983,50.0733622,20.0092061,RoadNode
323811989,50.0740728,20.0099118,RoadNode
323812443,50.0736946,20.0122008,RoadNode
323812470,50.0707751,20.0119102,RoadNode
323812602,50.0730555,20.013663,RoadNode
323812649,50.0712052,20.0155773,RoadNode
323812766,50.0708569,20.0137941,RoadNode
323812805,50.0719796,20.0138662,RoadNode
323812864,50.0716081,20.0138536,RoadNode
323813236,50.0716886,20.0098934,RoadNode
323813581,50.0709851,20.0155354,RoadNode
323813598,50.0708635,20.0158148,RoadNode
323819422,50.0848792,20.037358,RoadNode
323822084,50.1031242,20.0275049,RoadNode
323822554,50.1040265,20.0724651,RoadNode
323823739,50.1041822,20.062342,RoadNode
323824025,50.1084485,20.0541609,RoadNode
323824543,50.092974,20.0565769,RoadNode
323824547,50.0943227,20.0551247,RoadNode
323824556,50.0957772,20.053673,RoadNode
323825029,50.0951407,20.0476251,RoadNode
323825040,50.0957265,20.0430047,RoadNode
323825883,50.0929397,20.0468706,RoadNode
323828544,50.0984794,20.0070397,RoadNode
323828556,50.0997059,20.0075991,RoadNode
323828565,50.1004647,20.0102552,RoadNode
323828963,50.0986118,20.0104031,RoadNode
323829006,50.0961172,20.0108696,RoadNode
323829107,50.0981787,20.0112425,RoadNode
323830136,50.0912874,20.021826,RoadNode
324291310,50.0985315,20.1273102,RoadNode
324291317,50.0925243,20.133438,RoadNode
324291321,50.0917638,20.132338,RoadNode
324291787,50.0615432,20.1535257,RoadNode
324292584,50.0605193,20.1441954,RoadNode
324292611,50.0549552,20.1255241,RoadNode
324292624,50.0585325,20.1112258,RoadNode
324292643,50.0692882,20.10921,RoadNode
324292644,50.0696045,20.1087594,RoadNode
324292649,50.0704222,20.1003525,RoadNode
324367683,50.010142,19.9924195,RoadNode
324367733,50.0134263,19.9944158,RoadNode
324708204,50.0719803,20.0143525,RoadNode
324708210,50.0701699,20.0120478,RoadNode
324708272,50.0702524,20.0132437,RoadNode
324708633,50.0738731,20.006331,RoadNode
324708635,50.0726124,20.0092237,RoadNode
324708785,50.074066,20.0068927,RoadNode
324709943,50.0691139,20.0112663,RoadNode
324709959,50.0688527,20.0114024,RoadNode
325632880,50.0459912,19.9568234,RoadNode
325632882,50.0473184,19.9565574,RoadNode
325632942,50.0461162,19.9577532,RoadNode
325807268,50.0183952,20.0596032,RoadNode
325807369,50.0166357,20.0488462,RoadNode
325807416,50.0178548,20.0438932,RoadNode
325807617,50.0166033,20.0461947,RoadNode
325807624,50.0164572,20.0454225,RoadNode
325807688,50.0175168,20.0449042,RoadNode
325808359,50.0150551,20.0419178,RoadNode
325808372,50.0125289,20.0423119,RoadNode
325808395,50.0120104,20.0370959,RoadNode
325808586,50.0139152,20.0483507,RoadNode
325808592,50.0127829,20.0422908,RoadNode
325809517,50.0132348,20.0446241,RoadNode
325809526,50.015391,20.0436242,RoadNode
325809592,50.0156623,20.044969,RoadNode
325809617,50.0134953,20.0459818,RoadNode
325809763,50.0159701,20.0463184,RoadNode
325810213,50.0098624,20.0426958,RoadNode
325810297,50.0137658,20.0473384,RoadNode
325810429,50.0121169,20.0423634,RoadNode
325810476,50.0131942,20.0481766,RoadNode
325810604,50.0122602,20.0403101,RoadNode
325811366,50.0078374,20.0529202,RoadNode
325811414,50.0080315,20.0434952,RoadNode
325811437,50.0087756,20.0431963,RoadNode
325811992,50.0094302,20.0454782,RoadNode
325812026,50.0099017,20.0414158,RoadNode
325812623,50.0079356,20.0498354,RoadNode
325812636,50.0088019,20.049033,RoadNode
325812806,50.0089088,20.0453385,RoadNode
325813312,50.0081289,20.0451811,RoadNode
325814565,50.0073566,20.0350316,RoadNode
325814608,50.008408,20.0406107,RoadNode
325814632,50.009441,20.0420013,RoadNode
325815984,50.0003255,20.0475947,RoadNode
325816822,50.0081202,20.0434494,RoadNode
325821153,50.0062251,20.0542102,RoadNode
325823777,50.015803,20.0539995,RoadNode
326072394,50.0812353,20.0153642,RoadNode
326073082,50.0796272,20.020834,RoadNode
326073140,50.0828215,20.0223617,RoadNode
326073417,50.0823841,20.0163884,RoadNode
326077060,50.0953911,19.9994953,RoadNode
326083022,50.0839532,19.9795695,RoadNode
326847486,50.0192947,19.9451195,RoadNode
326899759,49.9920216,19.9169717,RoadNode
327459726,50.0091553,20.0136212,RoadNode
327459729,50.0083869,20.0128451,RoadNode
327460151,50.008685,20.0148296,RoadNode
327462698,50.0101428,20.0084899,RoadNode
327645995,50.0035494,19.9285679,RoadNode
327646001,50.0074334,19.931451,RoadNode
327646591,50.0040765,19.9264277,RoadNode
327646593,50.0058409,19.9278193,RoadNode
327646596,50.0075156,19.929258,RoadNode
327647032,50.0047949,19.9312257,RoadNode
327647037,50.0047901,19.9330133,RoadNode
327647063,50.0079219,19.9345734,RoadNode
327647493,50.006035,19.9261818,RoadNode
327647499,50.005248,19.929842,RoadNode
327648788,50.0034759,19.930337,RoadNode
327648798,50.0068597,19.9345693,RoadNode
327650219,49.9995215,19.9242653,RoadNode
327650228,50.0022263,19.9258144,RoadNode
327651081,50.0043646,19.9245397,RoadNode
327651439,49.9996929,19.923146,RoadNode
327651891,50.0002697,19.9244095,RoadNode
327651895,50.0021349,19.9245069,RoadNode
327651905,50.0023881,19.9233538,RoadNode
327651910,50.0026895,19.9226635,RoadNode
327652492,50.006692,19.9262051,RoadNode
327652496,50.006424,19.9283069,RoadNode
327677820,50.0178055,20.0245706,RoadNode
327686566,50.023633,19.9968114,RoadNode
327686574,50.026489,19.9980889,RoadNode
327686579,50.0251256,19.9975061,RoadNode
327686594,50.0245401,19.9941996,RoadNode
327686603,50.0268267,19.9952122,RoadNode
327686610,50.0256615,19.9946913,RoadNode
327686632,50.0253974,19.9961111,RoadNode
327686640,50.0248822,19.99885,RoadNode
327686668,50.0262711,19.9995047,RoadNode
327717934,50.0252933,19.9736769,RoadNode
327717939,50.0249373,19.9739314,RoadNode
327717943,50.0243222,19.9735477,RoadNode
327717963,50.0238703,19.9738808,RoadNode
327717982,50.022971,19.9745041,RoadNode
327727389,50.0149838,20.0165275,RoadNode
327727429,50.0150079,20.0191681,RoadNode
327735992,50.0200379,20.0132785,RoadNode
327736009,50.0202043,20.0161595,RoadNode
327736579,50.019558,20.0182339,RoadNode
327755131,50.0211642,20.0216857,RoadNode
327755132,50.0204908,20.0211908,RoadNode
327755656,50.0201697,20.0209407,RoadNode
327755660,50.021338,20.018268,RoadNode
327755663,50.0221191,20.0128066,RoadNode
327755667,50.0231248,20.0128406,RoadNode
327755670,50.0230263,20.013747,RoadNode
330110065,50.0611789,19.8863434,RoadNode
330110103,50.0624992,19.8872246,RoadNode
330110565,50.0625525,19.8780225,RoadNode
330361577,50.0201864,20.0516613,RoadNode
330361593,50.020518,20.050208,RoadNode
330361599,50.0207537,20.0491638,RoadNode
330361601,50.0207862,20.0469175,RoadNode
330361607,50.0220562,20.0490307,RoadNode
330361908,50.0174039,20.0660214,RoadNode
330361909,50.0175173,20.0685613,RoadNode
330362542,50.0141336,20.0373083,RoadNode
330362547,50.0152964,20.0371952,RoadNode
330362551,50.0162245,20.0376214,RoadNode
330363036,50.0132791,20.0304284,RoadNode
330363037,50.0132928,20.0278936,RoadNode
330364353,50.020247,20.020669,RoadNode
330364737,50.0202671,20.0233582,RoadNode
330364739,50.0195782,20.0228688,RoadNode
330364747,50.0208091,20.021421,RoadNode
330365536,50.0153249,20.0283989,RoadNode
331857666,50.0656468,19.919712,RoadNode
331857693,50.0645996,19.919122,RoadNode
331857721,50.0652734,19.9222467,RoadNode
335605368,50.0743315,19.9227405,RoadNode
337762558,50.0833216,19.9248861,RoadNode
338238193,50.0774808,19.9449763,RoadNode
338238306,50.0755947,19.9443097,RoadNode
338238407,50.0764445,19.9446061,RoadNode
338244590,50.0724183,19.8986553,RoadNode
338245047,50.0712497,19.8983159,RoadNode
338249554,50.0713502,19.9045973,RoadNode
338280336,50.0777852,19.9071779,RoadNode
338301727,50.0873221,19.9062326,RoadNode
338301730,50.0847749,19.9050844,RoadNode
338333769,50.067863,19.9000392,RoadNode
338335828,50.0676979,19.901194,RoadNode
338336031,50.0691876,19.9018287,RoadNode
340456381,50.0714095,19.9066778,RoadNode
340459049,50.0754382,19.917007,RoadNode
340459052,50.0758073,19.914321,RoadNode
340459054,50.075279,19.9134686,RoadNode
340459060,50.0756769,19.9136372,RoadNode
340459086,50.0749165,19.9121268,RoadNode
340459088,50.0750959,19.9121906,RoadNode
340459091,50.0749577,19.9129873,RoadNode
340467605,50.0792222,19.9026424,RoadNode
341925973,50.0905788,19.9539937,RoadNode
341925977,50.0920171,19.955228,RoadNode
341937344,50.0921705,19.9480277,RoadNode
341944344,50.0883155,19.9430989,RoadNode
341952585,50.0863984,19.9383418,RoadNode
341958064,50.0588087,19.9676842,RoadNode
341958075,50.0582778,19.9695225,RoadNode
341958102,50.0601643,19.9708,RoadNode
341958106,50.0611422,19.9803041,RoadNode
341958164,50.0576029,19.9751129,RoadNode
341970471,50.0753623,19.9639849,RoadNode
341970475,50.0773153,19.9616506,RoadNode
341970486,50.0778145,19.9625623,RoadNode
341970490,50.0782477,19.9617953,RoadNode
341970504,50.0764157,19.9666294,RoadNode
341970529,50.074731,19.966293,RoadNode
341970561,50.0761217,19.9625519,RoadNode
341970567,50.0694133,19.9680977,RoadNode
343190358,50.0749801,19.912832,RoadNode
343190394,50.0745898,19.9144373,RoadNode
344395274,50.1041701,20.0639887,RoadNode
344409119,50.0888482,19.9131049,RoadNode
344409120,50.089035,19.9151608,RoadNode
344409121,50.0891676,19.9159258,RoadNode
344409122,50.0877545,19.9155441,RoadNode
344409123,50.0845456,19.9161705,RoadNode
344409125,50.084081,19.9180127,RoadNode
344409136,50.0876636,19.9192539,RoadNode
344409137,50.0856895,19.9105353,RoadNode
344409141,50.088373,19.9085046,RoadNode
344409142,50.087106,19.9046912,RoadNode
344409144,50.0880449,19.9057081,RoadNode
355568955,50.0448556,19.9741081,RoadNode
355570810,50.0450103,19.9692947,RoadNode
355570811,50.0457149,19.968083,RoadNode
355571341,50.0449307,19.9665673,RoadNode
355571656,50.0462625,19.9662184,RoadNode
355571727,50.0452382,19.9671921,RoadNode
355571818,50.0449777,19.9629697,RoadNode
355572112,50.0438389,19.9614657,RoadNode
355572421,50.0435652,19.9594418,RoadNode
355572477,50.0443508,19.9611913,RoadNode
355572562,50.0432629,19.9599638,RoadNode
355573625,50.044474,19.9578965,RoadNode
355573626,50.044221,19.9578618,RoadNode
355574042,50.0468352,19.9687133,RoadNode
355574341,50.045885,19.9835667,RoadNode
355574650,50.0489101,19.9873101,RoadNode
355574811,50.0479248,19.9849631,RoadNode
355574882,50.0476611,19.9881538,RoadNode
355574896,50.0486627,19.9887062,RoadNode
355578419,50.0457809,19.9904874,RoadNode
355578435,50.0450399,19.9992065,RoadNode
355578965,50.039855,19.9999616,RoadNode
355578967,50.0397397,19.9990497,RoadNode
355580129,50.0407928,19.9956794,RoadNode
355580134,50.0411616,19.9975922,RoadNode
355580242,50.0424177,19.9907283,RoadNode
355580312,50.0454651,19.9917834,RoadNode
355580658,50.0451083,19.9939048,RoadNode
355580851,50.0450633,19.9983331,RoadNode
355581267,50.041099,20.000277,RoadNode
355581846,50.0382347,19.9902143,RoadNode
355582017,50.036896,19.9922707,RoadNode
355582144,50.0365778,19.9919757,RoadNode
355582152,50.0391234,19.9860496,RoadNode
355584465,50.0356121,19.993258,RoadNode
355584476,50.0359977,19.9891485,RoadNode
355584484,50.0370715,19.9867805,RoadNode
355584487,50.0377373,19.9855021,RoadNode
355585070,50.0368203,19.9844122,RoadNode
355585092,50.0395824,19.9862262,RoadNode
355585751,50.0359935,19.9914825,RoadNode
355585756,50.0371502,19.9886475,RoadNode
355585764,50.0384704,19.9854901,RoadNode
355587741,50.0360181,19.9890759,RoadNode
355587818,50.0362441,19.9857032,RoadNode
355588620,50.0389741,19.9975751,RoadNode
355588621,50.0390287,19.99663,RoadNode
355588700,50.0399447,19.9967802,RoadNode
355588778,50.0387464,19.9967546,RoadNode
355588943,50.0370068,19.9970975,RoadNode
355588944,50.0357148,19.9970579,RoadNode
355588945,50.034334,19.9970805,RoadNode
355589105,50.0368996,19.9941937,RoadNode
355597048,50.0897057,19.9503036,RoadNode
355597091,50.0910181,19.950862,RoadNode
355597096,50.0897055,19.9510517,RoadNode
355597116,50.0908517,19.9515727,RoadNode
355597215,50.0908998,19.9450922,RoadNode
355598600,50.0740314,19.9122297,RoadNode
355603380,50.0853771,19.8970802,RoadNode
355603421,50.0849912,19.8982053,RoadNode
355603448,50.0876439,19.8993675,RoadNode
355604226,50.0883332,19.9088678,RoadNode
355605408,50.0956625,19.9137993,RoadNode
355605921,50.098235,19.9100221,RoadNode
355606031,50.0983592,19.9121474,RoadNode
355607785,50.098292,19.9116707,RoadNode
355607792,50.0984488,19.9078337,RoadNode
355607816,50.1012103,19.9097691,RoadNode
355607915,50.1005769,19.9149313,RoadNode
355607990,50.107249,19.9038816,RoadNode
355608101,50.1072653,19.9055158,RoadNode
355608108,50.1071994,19.9133229,RoadNode
355608265,50.1080139,19.9029163,RoadNode
355609185,50.1100163,19.9005385,RoadNode
355609278,50.1081527,19.8959775,RoadNode
355609288,50.1081596,19.899003,RoadNode
355610483,50.1010054,19.9149812,RoadNode
355610487,50.1035349,19.9145796,RoadNode
355610564,50.1022176,19.9147976,RoadNode
356923369,50.0590846,19.8352495,RoadNode
356923548,50.067974,19.8748544,RoadNode
356923570,50.0689305,19.8753844,RoadNode
356923574,50.0666675,19.8563834,RoadNode
356923576,50.067672,19.8567669,RoadNode
356923578,50.0684094,19.8571094,RoadNode
356923602,50.0679961,19.854993,RoadNode
356923604,50.0669872,19.8544397,RoadNode
356923607,50.0693818,19.8559297,RoadNode
356923608,50.0675414,19.8566288,RoadNode
356923616,50.0672295,19.8587775,RoadNode
356923620,50.0669968,19.8599644,RoadNode
356923627,50.0678578,19.8591468,RoadNode
356923636,50.0676163,19.8622757,RoadNode
356923638,50.0655792,19.8630618,RoadNode
356923645,50.0667568,19.8627542,RoadNode
356923648,50.0687231,19.8631521,RoadNode
356923664,50.0660347,19.8664792,RoadNode
356923665,50.066385,19.8644311,RoadNode
356923666,50.0658858,19.86728,RoadNode
356926612,50.0600398,19.8370688,RoadNode
356926787,50.0621284,19.8367742,RoadNode
356929082,50.065993,19.8605201,RoadNode
356929089,50.0653861,19.8642182,RoadNode
356929107,50.0678465,19.8520885,RoadNode
356930445,50.068542,19.853209,RoadNode
356930448,50.0686811,19.8529183,RoadNode
356930449,50.0700708,19.8553131,RoadNode
356930450,50.0667364,19.8559227,RoadNode
356930471,50.0722168,19.8559556,RoadNode
356930489,50.0642711,19.8709332,RoadNode
356933045,50.0654717,19.8765666,RoadNode
356933046,50.0663887,19.8770787,RoadNode
356933050,50.0663746,19.879476,RoadNode
356933051,50.0666792,19.8799959,RoadNode
356933052,50.0671775,19.8807444,RoadNode
356933053,50.0678151,19.8780188,RoadNode
356933055,50.0660894,19.8809198,RoadNode
356933056,50.0653224,19.8821366,RoadNode
356933071,50.067126,19.877499,RoadNode
356933079,50.0646151,19.8811882,RoadNode
356933083,50.0665817,19.8841691,RoadNode
356933097,50.0670912,19.8872838,RoadNode
356933099,50.0635492,19.8860578,RoadNode
356933102,50.0641628,19.8851226,RoadNode
356933103,50.064617,19.8841048,RoadNode
356933106,50.0650835,19.8846954,RoadNode
356937409,50.065217,19.8832002,RoadNode
356937412,50.0647635,19.8833376,RoadNode
356937413,50.0645555,19.8830319,RoadNode
356937416,50.0650609,19.8821664,RoadNode
356939191,50.0587484,19.8929682,RoadNode
356939194,50.0590416,19.893588,RoadNode
356939196,50.0596255,19.89469,RoadNode
356939236,50.0581222,19.8951859,RoadNode
356939238,50.061792,19.8973377,RoadNode
356939270,50.0608947,19.9012195,RoadNode
