osmid,lat,lon,label
206351244,50.0718322,19.9093368,RoadNode
206351247,50.0713587,19.9133838,RoadNode
206351259,50.0802835,19.9188532,RoadNode
206351424,50.0823872,19.9154562,RoadNode
206351484,50.0824171,19.9191099,RoadNode
206351488,50.0830405,19.921614,RoadNode
206351489,50.0835616,19.9231853,RoadNode
206351490,50.0837661,19.9239574,RoadNode
206351791,50.0832479,19.9070403,RoadNode
206351792,50.0834981,19.9058492,RoadNode
206351797,50.0838609,19.9027702,RoadNode
206351798,50.0841067,19.9014913,RoadNode
206351809,50.0863471,19.8936358,RoadNode
206351930,50.0804759,19.9035059,RoadNode
206351931,50.0796204,19.9028623,RoadNode
206351952,50.0828575,19.9105948,RoadNode
206351955,50.0831779,19.9094412,RoadNode
206351958,50.0833678,19.9083157,RoadNode
206352027,50.0843874,19.9084206,RoadNode
206352031,50.0861374,19.9092148,RoadNode
206352274,50.0868702,19.9060093,RoadNode
206352275,50.0866368,19.907248,RoadNode
206352276,50.0865006,19.9079982,RoadNode
206352278,50.0853411,19.9116233,RoadNode
206352280,50.0868897,19.9125206,RoadNode
206352532,50.0834197,19.9065861,RoadNode
206352850,50.0873998,19.9113006,RoadNode
206352875,50.0881628,19.9129206,RoadNode
206352951,50.0854048,19.9164609,RoadNode
206352952,50.0855603,19.9159008,RoadNode
206352954,50.0860331,19.9145531,RoadNode
206352955,50.0861428,19.9143376,RoadNode
206352956,50.0862994,19.9139844,RoadNode
206352957,50.0865296,19.9133798,RoadNode
206352958,50.0867575,19.9128222,RoadNode
206353004,50.0878444,19.9148415,RoadNode
206353025,50.0835548,19.9128986,RoadNode
206353065,50.0836494,19.9122291,RoadNode
206353091,50.0828387,19.9119263,RoadNode
206353146,50.082767,19.9112408,RoadNode
206353309,50.0835063,19.9133064,RoadNode
206353325,50.0833602,19.9143071,RoadNode
206353403,50.0825317,19.9128866,RoadNode
206353487,50.0871636,19.9167926,RoadNode
206353488,50.0875839,19.9168647,RoadNode
206353569,50.0884211,19.9120683,RoadNode
206353753,50.0886215,19.9089587,RoadNode
206353845,50.0888167,19.9097024,RoadNode
206353867,50.0883031,19.909655,RoadNode
206353868,50.0883272,19.9095081,RoadNode
206354291,50.0884541,19.9090503,RoadNode
206354302,50.0879052,19.9093116,RoadNode
206354391,50.0873102,19.909474,RoadNode
206368890,50.0725264,20.0379935,RoadNode
206368891,50.0726465,20.0370992,RoadNode
206368892,50.0724759,20.0366317,RoadNode
206369174,50.076266,20.0522396,RoadNode
206369217,50.0761828,20.0528965,RoadNode
206369218,50.0759204,20.0519084,RoadNode
206369227,50.0736281,20.0424239,RoadNode
206369246,50.0749257,20.0382571,RoadNode
206369248,50.0752221,20.0360416,RoadNode
206369249,50.0754012,20.0346817,RoadNode
206369251,50.0756676,20.0326726,RoadNode
206369387,50.0734439,20.0354815,RoadNode
206370407,50.0715242,20.0367066,RoadNode
206370422,50.0689517,20.0498234,RoadNode
206370824,50.0721748,20.0291632,RoadNode
206371157,50.0732034,20.0169539,RoadNode
206371161,50.0738033,20.0171603,RoadNode
206371168,50.0731202,20.017788,RoadNode
206371213,50.0737726,20.016633,RoadNode
206371428,50.0731095,20.0181948,RoadNode
206371485,50.0733249,20.0163807,RoadNode
206371516,50.0738888,20.0118056,RoadNode
206371523,50.0742935,20.0075481,RoadNode
206371524,50.0742853,20.0065738,RoadNode
206371821,50.0732194,19.9859615,RoadNode
206371845,50.0740464,20.0119451,RoadNode
206371847,50.0739512,20.0130839,RoadNode
206371892,50.0657418,19.9606289,RoadNode
206371894,50.0653396,19.9597272,RoadNode
206371898,50.0653155,19.9587982,RoadNode
206371910,50.0667121,19.9590984,RoadNode
206372000,50.0658157,19.9584938,RoadNode
206372380,50.0640853,19.9337153,RoadNode
206372388,50.0662404,19.9383827,RoadNode
206372936,50.0622501,19.9603668,RoadNode
206373016,50.0574084,19.9584003,RoadNode
206373023,50.0579048,19.9596233,RoadNode
206373658,50.0545765,19.9595167,RoadNode
206374689,50.04551,19.9726158,RoadNode
206375078,50.0548021,19.9596573,RoadNode
206375460,50.0503821,19.9533633,RoadNode
206375463,50.0510445,19.9543832,RoadNode
206376599,50.0490449,19.9548492,RoadNode
206376681,50.0470864,19.9539884,RoadNode
206376805,50.0509569,19.9618792,RoadNode
206376813,50.0502364,19.9619265,RoadNode
206377118,50.0502038,19.9620982,RoadNode
206377123,50.0503213,19.9627347,RoadNode
206377368,50.0504507,19.9604866,RoadNode
207419728,50.0891703,19.957889,RoadNode
207425156,50.0719577,19.9446078,RoadNode
207425159,50.0710218,19.9440392,RoadNode
207426792,50.0734875,19.9449607,RoadNode
207427011,50.0732135,19.9421123,RoadNode
207428879,50.0703827,19.9437673,RoadNode
207428883,50.06886,19.9433682,RoadNode
207428888,50.0664484,19.9419954,RoadNode
207429637,50.0730899,19.9419744,RoadNode
207432959,50.0725776,19.9444834,RoadNode
207433776,50.0724704,19.9316143,RoadNode
207435062,50.0738997,19.9366194,RoadNode
207435063,50.073813,19.935752,RoadNode
207435069,50.0726606,19.9312441,RoadNode
207435531,50.0712683,19.9293208,RoadNode
207435825,50.0704439,19.9272372,RoadNode
207435827,50.0692864,19.9263503,RoadNode
207436117,50.0669864,19.9253125,RoadNode
207437138,50.0657825,19.9247981,RoadNode
207439167,50.0581534,19.9256441,RoadNode
207440039,50.0552932,19.9275792,RoadNode
207447234,50.047155,19.9336355,RoadNode
207447239,50.0458143,19.9341972,RoadNode
207452698,50.0467108,19.9114575,RoadNode
207452706,50.0454493,19.9215015,RoadNode
207452710,50.0469386,19.9263929,RoadNode
207455370,50.0467743,19.9116324,RoadNode
207457002,50.046602,19.924534,RoadNode
207460520,50.0507702,19.9310329,RoadNode
207466618,50.0501646,19.9358231,RoadNode
207469742,50.0582904,19.9467508,RoadNode
207469743,50.0576182,19.9460143,RoadNode
207476145,50.0672314,20.003963,RoadNode
207476155,50.0673767,20.0046109,RoadNode
207476158,50.0668719,20.004613,RoadNode
207476161,50.0667393,20.0040052,RoadNode
207476176,50.0591613,19.9630372,RoadNode
207476192,50.0606495,19.9698737,RoadNode
207476206,50.0596535,19.9754374,RoadNode
207476221,50.0615768,19.9807191,RoadNode
207476244,50.0641129,19.9876026,RoadNode
207476247,50.0642564,19.9882753,RoadNode
207480364,50.0727972,20.016916,RoadNode
207480749,50.0737291,20.0180427,RoadNode
207497378,50.0614249,19.98089,RoadNode
207511820,50.0673299,19.9595966,RoadNode
207511824,50.0677762,19.9595565,RoadNode
207511832,50.0723361,19.9589976,RoadNode
207511904,50.0696182,19.9590758,RoadNode
207511979,50.0744223,19.9572187,RoadNode
207513538,50.0675526,19.9683035,RoadNode
207513540,50.0687541,19.9683732,RoadNode
207513543,50.0706735,19.9683442,RoadNode
207513551,50.0726694,19.9652074,RoadNode
207513552,50.0729631,19.9637691,RoadNode
207513556,50.0737206,19.9599915,RoadNode
207515015,50.0728145,19.9600362,RoadNode
207515017,50.0718484,19.9601434,RoadNode
207515019,50.0696238,19.9604377,RoadNode
207515022,50.0685399,19.9604589,RoadNode
207516227,50.072438,19.958733,RoadNode
207516230,50.0732009,19.9562694,RoadNode
207516235,50.0757682,19.9581134,RoadNode
207516239,50.0767147,19.9588345,RoadNode
207516242,50.0784904,19.9601586,RoadNode
207518103,50.0720314,19.9629124,RoadNode
207518606,50.0710563,19.9619881,RoadNode
207518766,50.0681564,19.9592407,RoadNode
207519161,50.0682883,19.9594891,RoadNode
207519162,50.0683614,19.960206,RoadNode
207519163,50.0694849,19.9617349,RoadNode
207519415,50.0679861,19.9601163,RoadNode
207519416,50.067734,19.9617071,RoadNode
207519417,50.0675802,19.9627077,RoadNode
207520245,50.0671525,19.9614618,RoadNode
207522788,50.0786242,19.9711591,RoadNode
207522804,50.0809675,19.9735922,RoadNode
207528436,50.0812199,19.9742032,RoadNode
207529605,50.0816685,19.9785167,RoadNode
207529863,50.0815653,19.9787477,RoadNode
207530845,50.0800411,19.9812241,RoadNode
207530849,50.0784447,19.9830327,RoadNode
207530852,50.0768151,19.9843482,RoadNode
207530861,50.0737308,19.9856201,RoadNode
207532848,50.0727234,19.9811182,RoadNode
213566130,50.0879691,20.0638368,RoadNode
213566137,50.0881101,20.0657858,RoadNode
213566140,50.0881553,20.0669169,RoadNode
213566163,50.08856,20.0816073,RoadNode
213566217,50.0954269,20.0181763,RoadNode
213566244,50.0932217,20.0280166,RoadNode
213566254,50.0935566,20.0349835,RoadNode
213566943,50.0878953,20.0647832,RoadNode
213566945,50.0879505,20.0657623,RoadNode
213567667,50.0874248,20.0653836,RoadNode
213569502,50.0880523,20.0647855,RoadNode
213585924,50.074273,20.0041112,RoadNode
213608229,50.0934016,20.0068026,RoadNode
213608239,50.0719749,20.0048971,RoadNode
213608251,50.0767795,20.0017986,RoadNode
213608287,50.0885372,20.0015675,RoadNode
213608297,50.089781,20.0037196,RoadNode
213608302,50.0914685,20.0058847,RoadNode
213609891,50.0882691,20.0046154,RoadNode
213610661,50.0876344,20.004207,RoadNode
213614893,50.0765219,20.0016629,RoadNode
213614912,50.0718257,20.0045938,RoadNode
213618237,50.0737103,20.0045459,RoadNode
213618850,50.0741473,20.004972,RoadNode
213620431,50.0761861,20.0056539,RoadNode
213621575,50.0758881,20.0133009,RoadNode
213621577,50.0758661,20.013209,RoadNode
213621582,50.0756613,20.0131294,RoadNode
213621587,50.0755764,20.0133837,RoadNode
213621598,50.0758164,20.0135648,RoadNode
213623209,50.0744368,20.0048183,RoadNode
213625100,50.0737574,20.0033688,RoadNode
213625104,50.0734715,20.0036685,RoadNode
213626243,50.0742742,20.0018868,RoadNode
213628855,50.0763464,20.0056783,RoadNode
213633996,50.078485,20.0149677,RoadNode
213634000,50.0796397,20.0155572,RoadNode
213634008,50.0811798,20.0155738,RoadNode
213634024,50.0834365,20.0176879,RoadNode
213635848,50.0845068,20.0197103,RoadNode
213636363,50.0850094,20.020147,RoadNode
213636697,50.0854169,20.0185644,RoadNode
213639646,50.0777602,20.0143098,RoadNode
213641281,50.0848279,20.0185292,RoadNode
213641296,50.0824772,20.0161958,RoadNode
213641429,50.085413,20.0189586,RoadNode
213642255,50.0874964,20.0201794,RoadNode
224806285,50.0063083,19.875815,RoadNode
224806311,50.0066202,19.8740288,RoadNode
224806382,50.0033618,19.8693189,RoadNode
224806386,50.0029537,19.8688384,RoadNode
226009431,50.0682907,19.9233042,RoadNode
226009897,50.0658214,19.9345841,RoadNode
226009919,50.0656559,19.9354604,RoadNode
226010060,50.0668682,19.9381182,RoadNode
226010068,50.0675804,19.9376747,RoadNode
226010076,50.0689381,19.9368663,RoadNode
226010207,50.0673193,19.9451287,RoadNode
226010241,50.0685213,19.945143,RoadNode
226010249,50.0698824,19.9449903,RoadNode
226010253,50.0704019,19.9448267,RoadNode
226018942,50.0711563,19.9492644,RoadNode
226018949,50.0712086,19.9490838,RoadNode
226018970,50.0711168,19.9488203,RoadNode
226018992,50.0708549,19.9489867,RoadNode
226019016,50.0694128,19.9492861,RoadNode
226019025,50.0691154,19.9493709,RoadNode
226019032,50.0689505,19.949391,RoadNode
226019077,50.068041,19.9518291,RoadNode
226020630,50.066321,19.9582185,RoadNode
226034635,50.0655355,19.9868282,RoadNode
226034647,50.0659676,19.986288,RoadNode
226056138,50.0304228,19.9268681,RoadNode
226056445,50.0290426,19.9366372,RoadNode
226138988,50.0526835,19.8926932,RoadNode
226139031,50.0530154,19.8921892,RoadNode
226139066,50.0537931,19.8932789,RoadNode
226205957,50.0490337,19.9038613,RoadNode
226205970,50.0489881,19.9035738,RoadNode
226205978,50.0488704,19.9027519,RoadNode
226214980,50.0593596,19.9252909,RoadNode
226214987,50.0593007,19.9248492,RoadNode
226228387,50.0563457,19.9038527,RoadNode
226228390,50.0563723,19.9035383,RoadNode
226228402,50.0592471,19.9245131,RoadNode
226521966,49.9978826,19.8571552,RoadNode
226524326,49.9961314,19.8578364,RoadNode
226524762,49.9962522,19.8578349,RoadNode
226528565,49.9965262,19.8539352,RoadNode
226529269,49.9993326,19.8532845,RoadNode
226569585,50.0829094,19.9344061,RoadNode
226574272,50.0757995,19.9296651,RoadNode
226826871,50.0688203,19.9097771,RoadNode
226828656,50.0729787,19.9155584,RoadNode
226828855,50.0742803,19.9164705,RoadNode
226829295,50.0782418,19.9179144,RoadNode
226830015,50.0764301,19.9220531,RoadNode
226830352,50.0750191,19.9262428,RoadNode
226831123,50.0751115,19.9319691,RoadNode
226831144,50.0750483,19.9321275,RoadNode
226831869,50.0744254,19.9356999,RoadNode
226834098,50.0692702,19.9378918,RoadNode
226834588,50.0672559,19.9428429,RoadNode
226834652,50.0672776,19.9437108,RoadNode
226834987,50.0663412,19.9434174,RoadNode
226841632,50.0712164,19.9145056,RoadNode
227424766,50.0946153,19.951477,RoadNode
227424806,50.094365,19.9512935,RoadNode
227452588,50.0832281,19.9342007,RoadNode
227453344,50.0858891,19.9382452,RoadNode
227453402,50.0866072,19.9383774,RoadNode
227454589,50.0887613,19.9387443,RoadNode
227455220,50.0885094,19.9333964,RoadNode
227455499,50.087968,19.9314039,RoadNode
227455967,50.0894164,19.9289631,RoadNode
227456636,50.0883193,19.9239153,RoadNode
227457368,50.0906668,19.9229833,RoadNode
227460286,50.0942892,19.9374776,RoadNode
227461264,50.0921497,19.9406969,RoadNode
227461749,50.0917508,19.922606,RoadNode
227461830,50.0910973,19.9228448,RoadNode
227461842,50.0924638,19.9358253,RoadNode
227461942,50.0935859,19.9385724,RoadNode
232660150,50.085726,19.8812563,RoadNode
232660157,50.0860203,19.881186,RoadNode
232660185,50.0864018,19.8812598,RoadNode
232660279,50.0880617,19.8821313,RoadNode
232660387,50.0901512,19.8832595,RoadNode
232663766,50.0883293,19.9479764,RoadNode
232672481,50.0919132,19.9556743,RoadNode
232682711,50.0984628,19.9591924,RoadNode
232683222,50.0984657,19.9599521,RoadNode
232696757,50.0925355,19.9446838,RoadNode
232696818,50.0917598,19.9444304,RoadNode
232696959,50.0910638,19.9443852,RoadNode
232697003,50.0904422,19.9438355,RoadNode
232697017,50.0911645,19.9441693,RoadNode
232712034,50.0916707,19.8816105,RoadNode
232714779,50.0949226,19.8824577,RoadNode
232716009,50.0990536,19.8835401,RoadNode
232716424,50.1021251,19.8834046,RoadNode
232716716,50.1055623,19.8805657,RoadNode
232716804,50.1067589,19.8792763,RoadNode
232722168,50.091047,19.8812336,RoadNode
232722182,50.0909418,19.8811497,RoadNode
232722208,50.1084133,19.8778271,RoadNode
232722214,50.1085495,19.8781459,RoadNode
232754320,50.0954133,19.9496859,RoadNode
232755843,50.0979187,19.9476718,RoadNode
232755872,50.0980881,19.9476452,RoadNode
232756827,50.1000758,19.9472196,RoadNode
232757110,50.1003611,19.9469894,RoadNode
232770000,50.099462,19.9473699,RoadNode
235837190,50.0955332,19.9405585,RoadNode
235837442,50.0959137,19.9409639,RoadNode
235837510,50.0964717,19.9409504,RoadNode
235837950,50.0981603,19.9412751,RoadNode
235838564,50.1005839,19.9462421,RoadNode
235848192,50.0854186,19.9716785,RoadNode
236101769,50.0507265,19.9424256,RoadNode
236101889,50.0821024,19.8909089,RoadNode
236101973,50.0877666,20.0012647,RoadNode
236101976,50.0877754,20.0014243,RoadNode
236101995,50.0876054,20.0012527,RoadNode
236129935,50.0461389,19.9443497,RoadNode
236136675,50.0540981,19.939226,RoadNode
236137518,50.0552981,19.9374784,RoadNode
236137584,50.0494636,19.9390062,RoadNode
236138022,50.0503037,19.9411901,RoadNode
236138978,50.0518813,19.9374772,RoadNode
236139461,50.0554099,19.931573,RoadNode
236150723,50.0649948,19.9244926,RoadNode
236151783,50.0638173,19.9240608,RoadNode
236151807,50.0622555,19.9237373,RoadNode
236160006,50.0676446,19.9144835,RoadNode
236160072,50.0675762,19.918162,RoadNode
236161641,50.081403,19.8907842,RoadNode
236163013,50.0850637,19.8911986,RoadNode
236163261,50.0693431,19.9088162,RoadNode
236164125,50.0805761,19.8904666,RoadNode
236164819,50.0798155,19.8901635,RoadNode
236164878,50.0698516,19.9053482,RoadNode
236168905,50.0748875,20.0024597,RoadNode
236169018,50.0816103,19.9986674,RoadNode
236169076,50.0759691,20.0025275,RoadNode
236169094,50.0834586,19.9992669,RoadNode
236169525,50.0811272,19.9987463,RoadNode
236169655,50.0747742,20.0036705,RoadNode
236170769,50.0845562,19.9999308,RoadNode
236170797,50.0744189,20.004008,RoadNode
236170929,50.0767001,20.0019181,RoadNode
236171600,50.0819668,19.9983708,RoadNode
236174978,50.0917709,19.9347554,RoadNode
236175115,50.0916336,19.9346482,RoadNode
236175129,50.0894319,19.9088718,RoadNode
236175465,50.0913481,19.9395117,RoadNode
236175777,50.0850841,19.9639981,RoadNode
236175947,50.0901377,19.9435101,RoadNode
236176874,50.0913343,19.9264048,RoadNode
236178229,50.0851914,19.9591907,RoadNode
236178781,50.0855303,19.9762685,RoadNode
236179800,50.0899831,19.9434096,RoadNode
236180325,50.0849356,19.9671721,RoadNode
236181677,50.0854227,19.976798,RoadNode
236182226,50.0895422,19.9082902,RoadNode
236183239,50.0876581,19.9989563,RoadNode
236184172,50.0894433,19.9074418,RoadNode
236184311,50.0914752,19.926524,RoadNode
236184355,50.0895199,19.9136623,RoadNode
236184999,50.0867759,19.9512706,RoadNode
236219654,50.0918318,19.9355066,RoadNode
236242239,50.0876147,20.0014266,RoadNode
236262141,50.074044,20.0031256,RoadNode
236262144,50.0741029,20.0042434,RoadNode
236298647,50.0757541,19.888772,RoadNode
236306981,50.0679708,19.9136371,RoadNode
236313351,50.0659398,19.9243658,RoadNode
236341692,50.0504082,19.9385203,RoadNode
236341694,50.0507638,19.9383908,RoadNode
240971029,50.0690011,19.9266041,RoadNode
240971032,50.0650312,19.9313187,RoadNode
240971033,50.0647589,19.9316326,RoadNode
240977613,50.0674134,19.9031572,RoadNode
240977615,50.0656888,19.9139555,RoadNode
240983545,50.075758,19.906198,RoadNode
240985579,50.0736678,19.9184805,RoadNode
243355622,50.1081521,19.9429607,RoadNode
243357770,50.1044818,19.9927742,RoadNode
243358036,50.101871,20.012848,RoadNode
243358787,50.0961127,20.0128742,RoadNode
243358792,50.0954215,20.0127662,RoadNode
243358796,50.0949766,20.0123721,RoadNode
243358807,50.094666,20.0118568,RoadNode
243361965,50.0560477,19.9536913,RoadNode
243362238,50.0538187,19.9613392,RoadNode
243362262,50.0517287,19.9550295,RoadNode
243362263,50.0516278,19.9550663,RoadNode
243362264,50.0516442,19.954919,RoadNode
243362589,50.058479,19.9507303,RoadNode
243362591,50.0583263,19.9502983,RoadNode
243365158,50.0817184,19.9787458,RoadNode
243365296,50.0849672,19.9796519,RoadNode
243377791,50.0897262,19.9789768,RoadNode
243378349,50.0968577,19.9736454,RoadNode
243378842,50.0898856,19.9802706,RoadNode
243381404,50.0980292,19.9729166,RoadNode
243381406,50.0919717,19.9603857,RoadNode
243644963,50.0878462,19.9787218,RoadNode
243645015,50.0883699,19.9838358,RoadNode
243645055,50.0901553,19.983776,RoadNode
243645056,50.0880569,19.9807728,RoadNode
243645057,50.0858858,19.979546,RoadNode
243645073,50.0857394,19.9795894,RoadNode
243691228,49.9891949,19.9156541,RoadNode
243778558,50.0890694,19.947158,RoadNode
243778577,50.0880098,19.9477254,RoadNode
243778578,50.0878613,19.9476023,RoadNode
243780700,50.0981712,20.0131838,RoadNode
243781840,50.0618169,19.9704019,RoadNode
243781986,50.0605633,19.9705957,RoadNode
243783948,50.0448624,19.9574364,RoadNode
243783954,50.0450142,19.9578885,RoadNode
243784004,50.0446387,19.9610673,RoadNode
243784020,50.0448442,19.962196,RoadNode
243784122,50.049708,19.9643511,RoadNode
244397086,50.0348695,19.8148509,RoadNode
244397094,50.0355371,19.8151936,RoadNode
244397140,50.0348656,19.8146845,RoadNode
244397946,50.0216121,19.8278803,RoadNode
244397947,50.0215983,19.8276796,RoadNode
244398302,50.0212072,19.8259038,RoadNode
244398363,50.0197952,19.8304658,RoadNode
244398425,50.022556,19.8291155,RoadNode
244398433,50.0243705,19.8331059,RoadNode
244398455,50.0274813,19.8471692,RoadNode
244398463,50.0287784,19.8519463,RoadNode
244398843,50.0289023,19.8534442,RoadNode
244398894,50.0355004,19.8866973,RoadNode
244398896,50.0356067,19.8871853,RoadNode
244398903,50.0365361,19.8887691,RoadNode
244398913,50.0365397,19.8932061,RoadNode
244398919,50.0370661,19.8964502,RoadNode
244398948,50.0451039,19.9063289,RoadNode
244398971,50.0502723,19.9221159,RoadNode
244398990,50.0519745,19.9265954,RoadNode
244398996,50.0522551,19.9281232,RoadNode
244399229,50.0261879,19.8521888,RoadNode
244399285,50.0156819,19.8090486,RoadNode
